image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
4935946407,jacket,blue+jacket,a jacket,a blue jacket,True,-1,-1,jacket,blue jacket,Entailment1,1
3046902524,little+boy,boy,A little boy,A boy,True,173,173,little boy,boy,Entailment1,1
3046902524,unpaved+road,park,an unpaved road,the park,True,-1,-1,unpaved road,park,Independence,4
3452341579,man,rider,A man,the rider,True,160,160,man,rider,Independence,4
3452341579,racing+bike,dirt+bike,his racing bike,A dirt bike,True,89,89,racing bike,dirt bike,Independence,4
3452341579,man,person,A man,A person,True,160,160,man,person,Entailment1,1
3452341579,racing+bike,dirt+bike,his racing bike,a dirt bike,True,89,89,racing bike,dirt bike,Independence,4
3452341579,person,biker,A person,The biker,True,160,160,person,biker,Independence,4
3526558931,man,old+man,A man,Old man,True,0,0,man,old man,Entailment1,1
3526558931,potato+chip,potato,a potato chip,a potato,True,-1,-1,potato chip,potato,Entailment1,1
3526558931,man,old+man,a man,Old man,True,0,0,man,old man,Entailment1,1
4926723,cup,looney+tunes+mug,a cup,his looney tunes mug,True,33,33,cup,looney tunes mug,Entailment1,1
4926723,cup,hot+cup+coffee,a cup,a hot cup of coffee,True,33,33,cup,hot cup coffee,Entailment1,1
4926723,mug,green+animaniacs,a mug,A green Animaniacs,True,33,33,mug,green animaniacs,Alternation,0
3665355241,girl,child,a girl,child,True,198,198,girl,child,Entailment1,1
3665355241,child,girl,child,girl,True,198,198,child,girl,Entailment1,1
311403792,machine,something+metal,a machine,something metal,True,175,175,machine,something metal,Entailment1,1
4808499305,young+man,asian+emo+boy,A young man,Asian emo boy,True,-1,-1,young man,asian emo boy,Alternation,0
4808499305,young+man,boy,A young man,A boy,True,-1,-1,young man,boy,Alternation,0
4808499305,man,asian+emo+boy,A man,Asian emo boy,True,-1,-1,man,asian emo boy,Alternation,0
4808499305,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
4808499305,man,boy,A man,A boy,True,-1,-1,man,boy,Alternation,0
4947861901,hand+young+child,child,the hand of a young child,a child,True,-1,-1,hand young child,child,Alternation,0
3766315784,person,man,a person,A man,True,193,163,person,man,Entailment1,1
3766315784,pattern,fire+dance,a pattern,a fire dance,True,0,0,pattern,fire dance,Alternation,0
3766315784,person,man,A person,A man,True,193,163,person,man,Entailment1,1
3826418155,small+building,building,A small building,a building,True,192,192,small building,building,Entailment1,1
3826418155,rocky+trail,dirt+road,a rocky trail,a dirt road,True,22,22,rocky trail,dirt road,Independence,4
45543081,cart,produce+cart,a cart,a produce cart,True,109,109,cart,produce cart,Entailment1,1
45543081,small+horse-drawn+wagon,produce+cart,a very small horse-drawn wagon,a produce cart,True,109,109,small horse-drawn wagon,produce cart,Independence,4
6276165800,wall,brick+wall,a wall,a brick wall,True,4,4,wall,brick wall,Entailment1,1
6276165800,wall,brick+wall,the wall,a brick wall,True,4,4,wall,brick wall,Entailment1,1
2534502836,single+tan-and-white+dog,small+dog,A single tan-and-white dog,A small dog,True,44,44,single tan-and-white dog,small dog,Independence,4
4932963561,black+jacket,jacket,a black jacket,jacket,True,127,127,black jacket,jacket,Entailment1,1
3018304737,man,surfer,A man,A surfer,True,175,175,man,surfer,Independence,4
3018304737,man,surfer,A man,The surfer,True,175,175,man,surfer,Independence,4
400097737,man,old+man,A man,An old man,True,82,82,man,old man,Entailment1,1
5753038227,asian+girl,small+child,Asian girl,This small child,True,23,23,asian girl,small child,Independence,4
3506454111,"empty+,+dimmed+bowling+alley",dark+bowling+alley,"an empty , dimmed bowling alley",a dark bowling alley,True,3,3,"empty , dimmed bowling alley",dark bowling alley,Entailment1,1
3506454111,woman,girl,a woman,A girl,True,152,152,woman,girl,Alternation,0
3506454111,girl,woman,A girl,A woman,True,152,152,girl,woman,Alternation,0
3497237366,person,basketball+player,The person,A basketball player,True,93,93,person,basketball player,Entailment1,1
3497237366,person,man,The person,A man,True,93,93,person,man,Entailment1,1
3568197730,person,man,A person,A man,True,165,165,person,man,Entailment1,1
3568197730,person,man,A person,Man,True,165,165,person,man,Entailment1,1
3215108916,group+people,people,a group of people,People,True,131,131,group people,people,Entailment1,1
3215108916,group+people,people,a group of people,people,True,131,131,group people,people,Entailment1,1
3215108916,people,group+people,People,A group of people,True,131,131,people,group people,Entailment1,1
3215108916,group+people,people,A group of people,people,True,131,131,group people,people,Entailment1,1
3215108916,group+people,people,A group of people,People,True,131,131,group people,people,Entailment1,1
3566225740,army+vehicles,convoy+military+trucks,Army vehicles,A convoy of military trucks,True,181,181,army vehicles,convoy military trucks,Entailment1,1
4646500246,man,old+man,A man,an old man,True,8,8,man,old man,Entailment1,1
4646500246,old+man,man,an old man,a man,True,8,8,old man,man,Entailment1,1
3720932219,woman,startled+person,The woman,A startled person,True,137,137,woman,startled person,Independence,4
3720932219,woman,teacher,The woman,teacher,True,137,137,woman,teacher,Independence,4
6493391567,person,man,A person,Man,True,144,144,person,man,Entailment1,1
6493391567,person,man,A person,A man,True,144,144,person,man,Entailment1,1
6493391567,surfer,man,A surfer,Man,True,144,144,surfer,man,Independence,4
6493391567,surfer,man,A surfer,A man,True,144,144,surfer,man,Independence,4
6493391567,man,surfer,Man,A surfer,True,144,144,man,surfer,Independence,4
3317183093,large+group+people,people,A large group of people,People,True,34,34,large group people,people,Entailment1,1
3216926094,blue+toy,something,a blue toy,something,True,-1,-1,blue toy,something,Entailment1,1
3216926094,something,blue+toy,something,a blue toy,True,-1,-1,something,blue toy,Entailment1,1
4871136587,woman,female,a woman,a female,True,-1,-1,woman,female,Entailment1,1
4771382382,man,tourist,A man,A tourist,True,182,-1,man,tourist,Independence,4
1352231156,street,sidewalk,a street,a sidewalk,True,115,-1,street,sidewalk,Alternation,0
1352231156,men,three+boys,Men,These three boys,True,173,173,men,three boys,Alternation,0
1352231156,men,three+boys,Men,Three boys,True,173,173,men,three boys,Alternation,0
1352231156,street,sidewalk,the street,a sidewalk,True,115,-1,street,sidewalk,Alternation,0
4497283483,person,man,A person,man,True,32,151,person,man,Entailment1,1
4497283483,another+man,man,another man,man,True,32,151,another man,man,Equivalence,3
2656987333,man,rider,Man,A rider,True,44,44,man,rider,Independence,4
2656987333,white+cowboy+hat,cowboy+hat,white cowboy hat,a cowboy hat,True,107,107,white cowboy hat,cowboy hat,Entailment1,1
2656987333,rider,man,A rider,A man,True,44,44,rider,man,Independence,4
6717362031,boy,young+man,A boy,A young man,True,198,198,boy,young man,Alternation,0
6717362031,boy,man,A boy,One man,True,198,198,boy,one man,Alternation,0
663377207,hard+hat,white+hat,hard hat,white hat,True,-1,-1,hard hat,white hat,Independence,4
663377207,hard+hat,white+hat,a hard hat,white hat,True,-1,-1,hard hat,white hat,Independence,4
1337792872,young+girl,girls,A young girl,A girls,True,138,138,young girl,girls,Entailment1,1
2760560588,blue-checked+shirt,checkered+shirts,a blue-checked shirt,a checkered shirts,True,2,2,blue-checked shirt,checkered shirts,Entailment1,1
2760560588,teacher,person,A teacher,A person,True,5,5,teacher,person,Entailment1,1
2760560588,man,person,A man,A person,True,5,5,man,person,Entailment1,1
2760560588,person,man,A person,A man,True,5,5,person,man,Entailment1,1
2338627102,man,person,A man,A person,True,127,127,man,person,Entailment1,1
2338627102,red+jacket,red,a red jacket,red,True,146,146,red jacket,red,Alternation,0
2338627102,person,man,A person,Man,True,127,127,person,man,Entailment1,1
2990471798,bed,couch,the bed,the couch,True,19,19,bed,couch,Alternation,0
2990471798,little+boy,boy,The little boy,A boy,True,176,176,little boy,boy,Entailment1,1
4684641618,two+women,two+girls,Two women,Two girls,True,80,80,two women,two girls,Alternation,0
369802520,small+tan+dog,tan+dog,A small tan dog,A tan dog,True,130,130,small tan dog,tan dog,Entailment1,1
3220767301,girl,woman,A girl,A woman,True,0,0,girl,woman,Alternation,0
3220767301,girl,woman,girl,A woman,True,0,0,girl,woman,Alternation,0
4629445758,indoor+table,table,an indoor table,a table,True,-1,-1,indoor table,table,Entailment1,1
4720425886,woman,women,A woman,women,True,5,5,woman,women,Equivalence,3
4720425886,two+coffee+shop+employees,two+man,Two coffee shop employees,Two man,True,2,2,two coffee shop employees,two man,Independence,4
4720425886,2+people,two+man,2 people,Two man,True,2,2,2 people,two man,Entailment1,1
4888378070,set+stairs,white+concrete+stairs,a set of stairs,white concrete stairs,True,4,4,set stairs,white concrete stairs,Entailment1,1
134283905,man,child,A man,A child,True,-1,-1,man,child,Alternation,0
134283905,man,boy,A man,A boy,True,-1,-1,man,boy,Alternation,0
134283905,black+jeans,blue+jeans,black jeans,blue jeans,True,-1,-1,black jeans,blue jeans,Alternation,0
3429115635,girl,child,girl,child,True,10,10,girl,child,Entailment1,1
3429115635,girl,child,girl,a child,True,10,10,girl,child,Entailment1,1
2077063153,"two+tall+,+conical+structures",architectural+pieces+art,"two tall , conical structures",architectural pieces of art,True,24,24,"two tall , conical structures",architectural pieces art,Entailment1,1
2077063153,man,person,A man,A person,True,194,-1,man,person,Entailment1,1
2077063153,person,man,A person,Man,True,-1,194,person,man,Entailment1,1
2077063153,person,man,A person,A man,True,-1,194,person,man,Entailment1,1
247188294,dark-haired+woman,girl,A dark-haired woman,A girl,True,194,194,dark-haired woman,girl,Alternation,0
247188294,woman,girl,A woman,A girl,True,194,194,woman,girl,Alternation,0
247188294,woman,women,A woman,Women,True,194,194,woman,women,Equivalence,3
247188294,girl,women,A girl,Women,True,194,194,girl,women,Alternation,0
5769761872,man,lone+man,A man,A lone man,True,158,-1,man,lone man,Entailment1,1
5769761872,drum,colorful+drum,a drum,a colorful drum,True,183,183,drum,colorful drum,Entailment1,1
5769761872,drum,colorful+drum,his drum,a colorful drum,True,183,183,drum,colorful drum,Entailment1,1
5769761872,colorful+drum,drum,a colorful drum,the drum,True,183,183,colorful drum,drum,Entailment1,1
7422429952,two+people,two+fencers,Two people,Two fencers,True,44,44,two people,two fencers,Entailment1,1
7422429952,two+fencers,two+people,Two fencers,Two people,True,44,44,two fencers,two people,Entailment1,1
4931927819,old+couple,couple,The old couple,A couple,True,81,81,old couple,couple,Entailment1,1
453807108,crowd,crowd+people,a crowd,a crowd of people,True,3,3,crowd,crowd people,Equivalence,3
5944781298,outfit,black+teal+leotards,the same outfit,black and teal leotards,True,169,169,outfit,black teal leotards,Entailment1,1
5849278148,tour+train,rapid+transit,a tour train,a rapid transit,True,196,196,tour train,rapid transit,Entailment1,1
2537678956,bunch+construction+worker,men,A bunch of construction worker,Men,True,35,35,bunch construction worker,men,Independence,4
2537678956,bunch+construction+worker,men,A bunch of construction worker,These men,True,35,35,bunch construction worker,men,Independence,4
3837069734,goddess+type+woman,someone,goddess type woman,someone,True,188,188,goddess type woman,someone,Entailment1,1
3625519177,person,man,A person,A man,True,-1,-1,person,man,Entailment1,1
3625519177,parasailer,waterskier,a parasailer,A waterskier,True,-1,-1,parasailer,waterskier,Alternation,0
507401473,white+clothes,costumes,white clothes,costumes,True,151,151,white clothes,costumes,Independence,4
507401473,many+people,tribe+people,Many people,A tribe of people,True,52,52,many people,tribe people,Entailment1,1
4783176272,young+girl,young+woman,Young girl,A young woman,True,1,1,young girl,young woman,Alternation,0
4783176272,young+girl,woman,Young girl,A woman,True,1,1,young girl,woman,Alternation,0
4783176272,water,body+water,water,a body of water,True,53,53,water,body water,Entailment1,1
4783176272,young+woman,brown-haired+girl,A young woman,A brown-haired girl,True,1,1,young woman,brown-haired girl,Alternation,0
4783176272,brown-haired+girl,woman,A brown-haired girl,A woman,True,1,1,brown-haired girl,woman,Alternation,0
7272041042,three+men,three+young+dark-skinned+men,Three men,Three young dark-skinned men,True,123,123,three men,three young dark-skinned men,Entailment1,1
7272041042,three+men,young+boys,Three men,Young boys,True,123,123,three men,young boys,Alternation,0
7272041042,three+young+dark-skinned+men,three+children,Three young dark-skinned men,Three children,True,123,123,three young dark-skinned men,three children,Alternation,0
7272041042,three+young+dark-skinned+men,three+men,Three young dark-skinned men,Three men,True,123,123,three young dark-skinned men,three men,Entailment1,1
7272041042,three+young+dark-skinned+men,young+boys,Three young dark-skinned men,Young boys,True,123,123,three young dark-skinned men,young boys,Alternation,0
2720215226,dog,black+dog,A dog,A black dog,True,6,6,dog,black dog,Entailment1,1
2720215226,ribbons,awards,more ribbons,awards,True,197,197,ribbons,awards,Entailment1,1
2720215226,award+ribbons,awards,some other award ribbons,awards,True,197,197,some other award ribbons,awards,Entailment1,1
2266061169,lining+boat,"black+,+non-working+boat",the lining of a boat,"a black , non-working boat",True,43,43,lining boat,"black , non-working boat",Alternation,0
4846892973,people,silhouettes+people,People,Silhouettes of people,True,199,199,people,silhouettes people,Entailment1,1
4846892973,silhouettes+people,people,Silhouettes of people,People,True,199,199,silhouettes people,people,Entailment1,1
4850651669,young+girl,man,A young girl,A man,True,146,146,young girl,man,Alternation,0
4850651669,young+girl,woman,A young girl,a woman,True,146,146,young girl,woman,Alternation,0
4850651669,person,man,A person,A man,True,146,146,person,man,Entailment1,1
